zpid,Status Type,Status Text,Time On Zillow,Price,Area,Price Per Sqft,Zestimate,Zestimate Price Per Sqft,Rent Zestimate,Lot Area,Lot Area Unit,Beds,Bathrooms,Address,Street,City,State,Zipcode,Latitude,Longitude,Broker Name,is zillow owned,Sold Date,Sold Price,Image URL,Detail URL,Search Page URL,Listing Agent Email,Listing Agent Phone,Hoa Fees,Most Rencent Tax Assessed Value,Parking Capacity,Heating,Cooling,Stories,Year Built,Property Taxes,Parcel Number,Property Type,Property subtype,Description,Home Insights
19178448,FOR_SALE,House for sale,19 days,315000,1008,313,315000,313,1865,7800,sqft,3,2,"2076 Hudson Ave, Merced, CA 95348",2076 Hudson Ave,Merced,CA,95348,37.318855,-120.52412,"CB Commercial, Select Real Estate",false,,,https://photos.zillowstatic.com/fp/039aee90fc172107d777924aa66bf2a2-p_e.jpg,https://www.zillow.com/homedetails/2076-Hudson-Ave-Merced-CA-95348/19178448_zpid/,https://www.zillow.com/merced-ca-95348/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A37.57347789005308%2C%22south%22%3A37.24459335095822%2C%22east%22%3A-120.24128373876955%2C%22west%22%3A-120.76519426123049%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22pricea%22%7D%2C%22beds%22%3A%7B%22min%22%3A3%2C%22max%22%3A3%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A98129%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22Merced%20CA%2095348%22%7D,,,,,,,,,,,,,,,
19180072,FOR_SALE,Auction,84 days,329800,1290,256,,,1841,6003,sqft,3,2,"1825 Creekside Dr, Merced, CA 95348",1825 Creekside Dr,Merced,CA,95348,37.312695,-120.49967,Skyhill Properties,false,,,https://photos.zillowstatic.com/fp/f2bc08bee4c643af6613b2d13d7399b3-p_e.jpg,https://www.zillow.com/homedetails/1825-Creekside-Dr-Merced-CA-95348/19180072_zpid/,https://www.zillow.com/merced-ca-95348/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A37.57347789005308%2C%22south%22%3A37.24459335095822%2C%22east%22%3A-120.24128373876955%2C%22west%22%3A-120.76519426123049%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22pricea%22%7D%2C%22beds%22%3A%7B%22min%22%3A3%2C%22max%22%3A3%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A98129%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22Merced%20CA%2095348%22%7D,,,,,,,,,,,,,,,
19194491,FOR_SALE,House for sale,19 days,334900,1355,247,336600,248,1934,1058,sqft,3,3,"3350 M St APT 28, Merced, CA 95348",3350 M St APT 28,Merced,CA,95348,37.325523,-120.47668,Tinetti Realty Group,false,,,https://photos.zillowstatic.com/fp/35395f070ed7d1a2aa6342eca2b39239-p_e.jpg,https://www.zillow.com/homedetails/3350-M-St-APT-28-Merced-CA-95348/19194491_zpid/,https://www.zillow.com/merced-ca-95348/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A37.57347789005308%2C%22south%22%3A37.24459335095822%2C%22east%22%3A-120.24128373876955%2C%22west%22%3A-120.76519426123049%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22pricea%22%7D%2C%22beds%22%3A%7B%22min%22%3A3%2C%22max%22%3A3%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A98129%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22Merced%20CA%2095348%22%7D,,,,,,,,,,,,,,,
19180188,FOR_SALE,House for sale,60 days,359000,1237,290,359000,290,1864,4312,sqft,3,2,"2789 Portola Way, Merced, CA 95348",2789 Portola Way,Merced,CA,95348,37.314674,-120.500465,Ostdiek Realty,false,,,https://photos.zillowstatic.com/fp/838391c09361c39708efc6a9f1a26278-p_e.jpg,https://www.zillow.com/homedetails/2789-Portola-Way-Merced-CA-95348/19180188_zpid/,https://www.zillow.com/merced-ca-95348/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A37.57347789005308%2C%22south%22%3A37.24459335095822%2C%22east%22%3A-120.24128373876955%2C%22west%22%3A-120.76519426123049%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22pricea%22%7D%2C%22beds%22%3A%7B%22min%22%3A3%2C%22max%22%3A3%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A98129%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22Merced%20CA%2095348%22%7D,,,,,,,,,,,,,,,
95060162,FOR_SALE,House for sale,73 days,365000,1490,245,365100,245,2074,2112,sqft,3,3,"2943 Bannon Ln, Merced, CA 95348",2943 Bannon Ln,Merced,CA,95348,37.31553,-120.49746,Century 21 Select Real Estate,false,,,https://photos.zillowstatic.com/fp/156ed2f5673f209d0b4099299d193515-p_e.jpg,https://www.zillow.com/homedetails/2943-Bannon-Ln-Merced-CA-95348/95060162_zpid/,https://www.zillow.com/merced-ca-95348/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A37.57347789005308%2C%22south%22%3A37.24459335095822%2C%22east%22%3A-120.24128373876955%2C%22west%22%3A-120.76519426123049%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22pricea%22%7D%2C%22beds%22%3A%7B%22min%22%3A3%2C%22max%22%3A3%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A98129%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22Merced%20CA%2095348%22%7D,,,,,,,,,,,,,,,
19179173,FOR_SALE,House for sale,2 days,365888,1335,274,364700,273,1935,6003,sqft,3,2,"3263 Cheyenne Dr, Merced, CA 95348",3263 Cheyenne Dr,Merced,CA,95348,37.32223,-120.501274,,false,,,https://photos.zillowstatic.com/fp/ea3ab6e7a760cad262832fc88748f797-p_e.jpg,https://www.zillow.com/homedetails/3263-Cheyenne-Dr-Merced-CA-95348/19179173_zpid/,https://www.zillow.com/merced-ca-95348/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A37.57347789005308%2C%22south%22%3A37.24459335095822%2C%22east%22%3A-120.24128373876955%2C%22west%22%3A-120.76519426123049%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22pricea%22%7D%2C%22beds%22%3A%7B%22min%22%3A3%2C%22max%22%3A3%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A98129%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22Merced%20CA%2095348%22%7D,,,,,,,,,,,,,,,
19179653,FOR_SALE,House for sale,97 days,380000,1688,225,379700,225,2074,6304,sqft,3,2,"3160 Austin Ave, Merced, CA 95348",3160 Austin Ave,Merced,CA,95348,37.320374,-120.49473,BHGRE Everything Real Estate,false,,,https://photos.zillowstatic.com/fp/a6ec1abe24af1803cd5c667b12cbf2d5-p_e.jpg,https://www.zillow.com/homedetails/3160-Austin-Ave-Merced-CA-95348/19179653_zpid/,https://www.zillow.com/merced-ca-95348/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A37.57347789005308%2C%22south%22%3A37.24459335095822%2C%22east%22%3A-120.24128373876955%2C%22west%22%3A-120.76519426123049%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22pricea%22%7D%2C%22beds%22%3A%7B%22min%22%3A3%2C%22max%22%3A3%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A98129%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22Merced%20CA%2095348%22%7D,,,,,,,,,,,,,,,
19193838,FOR_SALE,House for sale,40 days,405000,1589,255,405400,255,2004,6307,sqft,3,2,"3577 Hagen Ct, Merced, CA 95348",3577 Hagen Ct,Merced,CA,95348,37.33153,-120.47696,"London Properties Ltd, Atwater",false,,,https://photos.zillowstatic.com/fp/670a10736802da0c2a2e262a9efa7b59-p_e.jpg,https://www.zillow.com/homedetails/3577-Hagen-Ct-Merced-CA-95348/19193838_zpid/,https://www.zillow.com/merced-ca-95348/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A37.57347789005308%2C%22south%22%3A37.24459335095822%2C%22east%22%3A-120.24128373876955%2C%22west%22%3A-120.76519426123049%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22pricea%22%7D%2C%22beds%22%3A%7B%22min%22%3A3%2C%22max%22%3A3%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A98129%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22Merced%20CA%2095348%22%7D,,,,,,,,,,,,,,,
19179705,FOR_SALE,House for sale,39 days,409000,1675,244,407100,243,2088,7431,sqft,3,2,"3144 Topeka Dr, Merced, CA 95348",3144 Topeka Dr,Merced,CA,95348,37.320034,-120.49677,London Properties Ltd - Merced,false,,,https://photos.zillowstatic.com/fp/cf1b9a0c8548e02c24de4b3754a2b268-p_e.jpg,https://www.zillow.com/homedetails/3144-Topeka-Dr-Merced-CA-95348/19179705_zpid/,https://www.zillow.com/merced-ca-95348/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A37.57347789005308%2C%22south%22%3A37.24459335095822%2C%22east%22%3A-120.24128373876955%2C%22west%22%3A-120.76519426123049%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22pricea%22%7D%2C%22beds%22%3A%7B%22min%22%3A3%2C%22max%22%3A3%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A98129%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22Merced%20CA%2095348%22%7D,,,,,,,,,,,,,,,
82884019,FOR_SALE,House for sale,160 days,409000,1336,306,409300,306,1914,2100,sqft,3,3,"110 Montage Dr, Merced, CA 95348",110 Montage Dr,Merced,CA,95348,37.361534,-120.46898,Choice Valley Real Estate,false,,,https://photos.zillowstatic.com/fp/04d979a8f695f9e7f0daa5e92b5b050a-p_e.jpg,https://www.zillow.com/homedetails/110-Montage-Dr-Merced-CA-95348/82884019_zpid/,https://www.zillow.com/merced-ca-95348/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A37.57347789005308%2C%22south%22%3A37.24459335095822%2C%22east%22%3A-120.24128373876955%2C%22west%22%3A-120.76519426123049%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22pricea%22%7D%2C%22beds%22%3A%7B%22min%22%3A3%2C%22max%22%3A3%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A98129%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22Merced%20CA%2095348%22%7D,,,,,,,,,,,,,,,
